siRNA,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
SBF2 - scrambled,19 - Cytoplasm (combined),4,0.015635809845142352,relative_to_Cytoplasm (combined),15_U2SNRNPB,4,1.2493224979833282,1.1213605668987976,1.3918865617718528,0.32114593986385154,0.1652502428499674,0.4770416368777358
SBF2 - scrambled,Cytoplasm (combined),4,0.011184240691999546,unnormalised,15_U2SNRNPB,NA,0.7678961187797977,0.6837018767989606,0.8624584329033008,-0.3810169389642732,-0.5485607092809472,-0.21347316864759905
SBF2 - scrambled,2,4,0.020480990679970598,unnormalised,15_U2SNRNPB,NA,0.7325316079957012,0.6217277199853455,0.8630828889620935,-0.4490370831820681,-0.6856451914280248,-0.21242897493611151
SBF2 - scrambled,2 - Cytoplasm (combined),4,0.3571233239632208,relative_to_Cytoplasm (combined),15_U2SNRNPB,4,0.9539462305913312,0.8728310405288972,1.0425997342028317,-0.06802014421779495,-0.1962256856859652,0.060185397250375194
SBF2 - scrambled,Cytoplasm (combined),4,0.011318809107854821,unnormalised,15_U2SNRNPB,NA,0.7683370828214653,0.6839907266953679,0.8630846147443786,-0.3801887096916167,-0.5479513291932884,-0.21242609018994527
SBF2 - scrambled,3,4,0.029779084821578497,unnormalised,15_U2SNRNPB,NA,0.8457813790700334,0.7658201189744579,0.9340916012229578,-0.24164329689832942,-0.38492253294503487,-0.09836406085162418
SBF2 - scrambled,3 - Cytoplasm (combined),4,0.0919253500047707,relative_to_Cytoplasm (combined),15_U2SNRNPB,4,1.1007946876183294,1.0108099853746115,1.1987900414731802,0.13854541279328736,0.015511821254524867,0.2615790043320496
SBF2 - scrambled,Cytoplasm (combined),4,0.010985765170015774,unnormalised,15_U2SNRNPB,NA,0.7677831198305385,0.6839695668674279,0.8618671760449461,-0.3812292528640999,-0.5479959608671479,-0.21446254486105187
SBF2 - scrambled,4,4,0.11382856201451241,unnormalised,15_U2SNRNPB,NA,0.8994050800194935,0.8113768130390352,0.9969837502935321,-0.15295706222773936,-0.3015560200872886,-0.004358104368190263
SBF2 - scrambled,4 - Cytoplasm (combined),4,0.008734157132181071,relative_to_Cytoplasm (combined),15_U2SNRNPB,4,1.171431172149247,1.0979398672869385,1.2498416643471157,0.22827219063636048,0.13479904200926485,0.32174533926345594
SBF2 - scrambled,Cytoplasm (combined),4,0.010882795685829495,unnormalised,15_U2SNRNPB,NA,0.7676220821043029,0.6839794445947808,0.8614932299365208,-0.3815318808994812,-0.5479751259556883,-0.21508863584327412
SBF2 - scrambled,5,4,0.034011027605690934,unnormalised,15_U2SNRNPB,NA,0.7633163062065168,0.6457650996915315,0.9022658294774393,-0.3896470839169272,-0.6309186221338619,-0.1483755456999925
SBF2 - scrambled,5 - Cytoplasm (combined),4,0.9209130630920328,relative_to_Cytoplasm (combined),15_U2SNRNPB,4,0.9943907607686551,0.8958935169275483,1.103717089608129,-0.00811520301744591,-0.1586008265885806,0.1423704205536888
SBF2 - scrambled,Cytoplasm (combined),4,0.011812625544081534,unnormalised,15_U2SNRNPB,NA,0.769032379917737,0.6838887804617246,0.8647762885693928,-0.3788837511043155,-0.5481663734646839,-0.20960112874394715
SBF2 - scrambled,6,4,0.003547940030793725,unnormalised,15_U2SNRNPB,NA,0.686952679956528,0.6094646575670964,0.7742926167092858,-0.5417173710161811,-0.71438553250134,-0.3690492095310224
SBF2 - scrambled,6 - Cytoplasm (combined),4,0.01290051265658291,relative_to_Cytoplasm (combined),15_U2SNRNPB,4,0.8932688634385082,0.8482191178067493,0.9407112450517972,-0.1628336199118658,-0.23749109502992477,-0.0881761447938069
SBF2 - scrambled,Cytoplasm (combined),4,0.011559471098280108,unnormalised,15_U2SNRNPB,NA,0.7707037734971652,0.6865438314010692,0.8651804579914323,-0.3757516402291246,-0.5425762647898151,-0.2089270156684342
SBF2 - scrambled,9,4,0.011017371878122292,unnormalised,15_U2SNRNPB,NA,0.8620442313715826,0.8077998015971095,0.9199312198044511,-0.21416619918864593,-0.30793030318518594,-0.12040209519210594
SBF2 - scrambled,9 - Cytoplasm (combined),4,0.016997687832987343,relative_to_Cytoplasm (combined),15_U2SNRNPB,4,1.1185156489632178,1.0578610131093542,1.1826480430527793,0.16158544104047864,0.08115009165830261,0.24202079042265473
SBF2 - scrambled,Cytoplasm (combined),4,0.09677062345713622,unnormalised,16_GOLGA2,NA,0.85762092605913,0.7461030036722655,0.9858071193848226,-0.2215879867206296,-0.4225532785771297,-0.02062269486412949
SBF2 - scrambled,0,4,0.8387533743383145,unnormalised,16_GOLGA2,NA,1.0208430889063127,0.8473801412239729,1.229814768449166,0.029761130413978563,-0.23891877606684925,0.29844103689480633
SBF2 - scrambled,0 - Cytoplasm (combined),4,0.03967526507279766,relative_to_Cytoplasm (combined),16_GOLGA2,4,1.1903197063966338,1.0625337275266846,1.3334739093264076,0.2513491171346082,0.08750863679218249,0.4151895974770337
SBF2 - scrambled,Cytoplasm (combined),4,0.08954457989138165,unnormalised,16_GOLGA2,NA,0.8572610847267048,0.7487611220519204,0.9814833406051866,-0.22219344098529722,-0.41742256712286285,-0.026964314847731364
SBF2 - scrambled,10,4,0.2690297524669086,unnormalised,16_GOLGA2,NA,0.8563681132983577,0.6756599784465221,1.0854074073772213,-0.22369701663564873,-0.5656306927892477,0.11823665951795026
SBF2 - scrambled,10 - Cytoplasm (combined),4,0.9930253637892723,relative_to_Cytoplasm (combined),16_GOLGA2,4,0.9989583436781901,0.8019636873516012,1.2443428401350554,-0.00150357565035163,-0.3183911814787453,0.31538403017804195
SBF2 - scrambled,Cytoplasm (combined),4,0.08908939737180842,unnormalised,16_GOLGA2,NA,0.8563243296450316,0.7474339494376995,0.9810784726779853,-0.22377077939416345,-0.4199820005652063,-0.027559558223120586
SBF2 - scrambled,11,4,0.1490745992270553,unnormalised,16_GOLGA2,NA,0.883123567221874,0.7703751484441038,1.01237330482147,-0.1793127800647897,-0.376366930899576,0.017741370769996826
SBF2 - scrambled,11 - Cytoplasm (combined),4,0.6278084023764068,relative_to_Cytoplasm (combined),16_GOLGA2,4,1.0312956629270962,0.9190716598140652,1.1572228705076237,0.044457999329373846,-0.12175074237425679,0.21066674103300453
SBF2 - scrambled,Cytoplasm (combined),4,0.08724204054266724,unnormalised,16_GOLGA2,NA,0.8561192326457625,0.7479519969870928,0.9799293851188384,-0.22411635857899292,-0.41898241291742855,-0.029250304240557575
SBF2 - scrambled,12,4,0.09835636989698696,unnormalised,16_GOLGA2,NA,0.893591298097925,0.8063545611438908,0.9902658787017693,-0.16231295813965377,-0.31051375101402307,-0.014112165265284719
SBF2 - scrambled,12 - Cytoplasm (combined),4,0.4262342965591203,relative_to_Cytoplasm (combined),16_GOLGA2,4,1.0437696806978138,0.9492785894063934,1.1476664053123529,0.061803400439339025,-0.07509655076781215,0.19870335164649053
SBF2 - scrambled,Cytoplasm (combined),4,0.09043478488655673,unnormalised,16_GOLGA2,NA,0.8578901906771728,0.7493891718285927,0.9821006319910571,-0.2211350992650632,-0.41621296304640026,-0.026057235483726366
SBF2 - scrambled,13,4,0.00928594318637102,unnormalised,16_GOLGA2,NA,1.2131999156229312,1.1193236532623319,1.3149494616482784,0.2788173027364565,0.16262725297473704,0.39500735249817626
SBF2 - scrambled,13 - Cytoplasm (combined),4,0.0019813919425397002,relative_to_Cytoplasm (combined),16_GOLGA2,4,1.4141669048171492,1.2867102206024228,1.5542489697049275,0.49995240200151997,0.3636871814745266,0.636217622528513
SBF2 - scrambled,Cytoplasm (combined),4,0.09063521126571453,unnormalised,16_GOLGA2,NA,0.8573448034822503,0.7484015868857703,0.982146650859799,-0.2220525565588743,-0.4181154772629624,-0.025989635854786534
SBF2 - scrambled,14,4,0.7766650039843697,unnormalised,16_GOLGA2,NA,0.9469937279782589,0.6661653063087984,1.3462080842956021,-0.07857322425666625,-0.5860478740476913,0.4289014255343587
SBF2 - scrambled,14 - Cytoplasm (combined),4,0.5711719378454663,relative_to_Cytoplasm (combined),16_GOLGA2,4,1.1045657757904224,0.8049787699847588,1.5156493544178784,0.14347933230220825,-0.31297735991053094,0.5999360245149473
SBF2 - scrambled,Cytoplasm (combined),4,0.089555556433443,unnormalised,16_GOLGA2,NA,0.8576812233306785,0.7494456614052815,0.9815482545788013,-0.22148655785608928,-0.41610421559753874,-0.026868900114639667
SBF2 - scrambled,15,4,0.0158400556227106,unnormalised,16_GOLGA2,NA,0.7646778417388662,0.6709563590742581,0.8714906621545192,-0.38707602553554715,-0.5757091624330966,-0.19844288863799758
SBF2 - scrambled,15 - Cytoplasm (combined),4,0.23326400437536626,relative_to_Cytoplasm (combined),16_GOLGA2,4,0.8915641626959636,0.7594831746544674,1.0466152282641343,-0.16558946767945784,-0.39691009080705647,0.06573115544814094
SBF2 - scrambled,Cytoplasm (combined),4,0.0911270140337194,unnormalised,16_GOLGA2,NA,0.8572028802845473,0.7479447924438074,0.9824211430997142,-0.22229139726994868,-0.4189963095431091,-0.025586484996788464
SBF2 - scrambled,19,4,0.14935291102424472,unnormalised,16_GOLGA2,NA,1.082633237066163,0.9920974688381055,1.1814310214631,0.11454458488371065,-0.01144622941469204,0.2405353991821135
SBF2 - scrambled,19 - Cytoplasm (combined),4,0.042745762193977944,relative_to_Cytoplasm (combined),16_GOLGA2,4,1.2629836669549974,1.08045497497278,1.4763481865917438,0.3368359821536594,0.11163895305172053,0.5620330112555982
SBF2 - scrambled,Cytoplasm (combined),4,0.0910868736537375,unnormalised,16_GOLGA2,NA,0.85688389977534,0.747438526962658,0.9823550582520051,-0.2228283497853514,-0.41997316506564164,-0.02568353450506139
SBF2 - scrambled,2,4,0.1363635112122643,unnormalised,16_GOLGA2,NA,0.8421270016567822,0.7026750973504979,1.0092543333234145,-0.2478902715201308,-0.5090703242116985,0.01328978117143724
SBF2 - scrambled,2 - Cytoplasm (combined),4,0.7933189244831007,relative_to_Cytoplasm (combined),16_GOLGA2,4,0.9827784159295948,0.870275820633589,1.1098244854302755,-0.025061921734779266,-0.20045538128754262,0.15033153781798403
SBF2 - scrambled,Cytoplasm (combined),4,0.08887490493699063,unnormalised,16_GOLGA2,NA,0.8570294381478692,0.7486877986845341,0.9810490556178278,-0.22258333449296078,-0.417563851753182,-0.027602817232739343
SBF2 - scrambled,3,4,0.22099912736616542,unnormalised,16_GOLGA2,NA,0.9288269543047446,0.8405310941413194,1.0263980917022186,-0.10651825546000543,-0.25062690417818523,0.03759039325817443
SBF2 - scrambled,3 - Cytoplasm (combined),4,0.22686267479406852,relative_to_Cytoplasm (combined),16_GOLGA2,4,1.0837748541194072,0.9703671575240223,1.2104366118681888,0.11606507903295525,-0.043397372210308406,0.2755275302762192
SBF2 - scrambled,Cytoplasm (combined),4,0.09153089124897064,unnormalised,16_GOLGA2,NA,0.8552952315302922,0.7446253532242978,0.982413410866099,-0.22550559822809024,-0.4254133565541464,-0.025597839902033934
SBF2 - scrambled,4,4,0.05761515849476171,unnormalised,16_GOLGA2,NA,0.8780480708311407,0.797216908968,0.9670748400059767,-0.18762816919135802,-0.32695578482883736,-0.048300553553878606
SBF2 - scrambled,4 - Cytoplasm (combined),4,0.5079841596663124,relative_to_Cytoplasm (combined),16_GOLGA2,4,1.0266023221714204,0.956366376983422,1.1019964244372655,0.037877429036732205,-0.06436468484196366,0.1401195429154281
SBF2 - scrambled,Cytoplasm (combined),4,0.08926127451966014,unnormalised,16_GOLGA2,NA,0.8566999977351826,0.7479706041639739,0.9812349336105259,-0.22313801021429042,-0.4189465227159007,-0.02732949771268001
SBF2 - scrambled,5,4,0.11781910168239691,unnormalised,16_GOLGA2,NA,0.8556578942468464,0.7337197768809985,0.9978611113622663,-0.224893995604218,-0.44669892241176007,-0.003089068796675995
SBF2 - scrambled,5 - Cytoplasm (combined),4,0.9862981013655254,relative_to_Cytoplasm (combined),16_GOLGA2,4,0.9987835841121849,0.8765271806125096,1.1380920865396207,-0.0017559853899275716,-0.19012926605100547,0.18661729527115029
SBF2 - scrambled,Cytoplasm (combined),4,0.09131846210875884,unnormalised,16_GOLGA2,NA,0.856917850334737,0.7473890551413749,0.9824979335339693,-0.22277118996079087,-0.4200686580202933,-0.025473721901288597
SBF2 - scrambled,6,4,0.004535704689129776,unnormalised,16_GOLGA2,NA,0.7596654606282442,0.6917198224290576,0.8342852024176433,-0.39656386652650116,-0.5317402949485879,-0.2613874381044142
SBF2 - scrambled,6 - Cytoplasm (combined),4,0.049622654367873185,relative_to_Cytoplasm (combined),16_GOLGA2,4,0.8865090864095045,0.8144223595440121,0.9649764045361329,-0.17379267656571026,-0.2961509244849951,-0.051434428646425334
SBF2 - scrambled,Cytoplasm (combined),4,0.07786765896565621,unnormalised,16_GOLGA2,NA,0.8576423710137281,0.7548502628572178,0.9744322453752405,-0.22155191234102248,-0.4057376046986482,-0.037366219983396634
SBF2 - scrambled,9,4,0.14560662325541002,unnormalised,16_GOLGA2,NA,0.8804722031494366,0.7667299613267295,1.0110877879056437,-0.1836506365565769,-0.3832095380867283,0.01590826497357429
SBF2 - scrambled,9 - Cytoplasm (combined),4,0.29131466694520863,relative_to_Cytoplasm (combined),16_GOLGA2,4,1.0266192913355292,0.9840075214833293,1.0710763346132817,0.0379012757844454,-0.023258751715908826,0.09906130328479981
SBF2 - scrambled,Cytoplasm (combined),4,0.02995313201233386,unnormalised,16_H3,NA,0.8268380351239756,0.7385223717170851,0.9257148632317603,-0.27432333962349414,-0.4372864703408516,-0.1113602089061366
SBF2 - scrambled,0,4,0.4490723151808555,unnormalised,16_H3,NA,0.9515552378478681,0.8472422603798165,1.068711291938859,-0.07164068740950585,-0.23915354224289959,0.09587216742388803
SBF2 - scrambled,0 - Cytoplasm (combined),4,0.004638258259889627,relative_to_Cytoplasm (combined),16_H3,4,1.1508363154885497,1.0966995051277098,1.2076455025782407,0.20268265221398826,0.1331682824876303,0.2721970219403464
SBF2 - scrambled,Cytoplasm (combined),4,0.018227652002752073,unnormalised,16_H3,NA,0.8166520568620594,0.7367372802965502,0.9052352851054106,-0.2922065608988503,-0.44077784732430875,-0.14363527447339172
SBF2 - scrambled,10,4,0.0010113121326170101,unnormalised,16_H3,NA,0.8182547477842789,0.7816295937238065,0.8565960624414383,-0.2893780265999543,-0.3554430038472844,-0.22331304935262442
SBF2 - scrambled,10 - Cytoplasm (combined),4,0.9585070442101645,relative_to_Cytoplasm (combined),16_H3,4,1.0019625137887702,0.9347716190504167,1.073983054874674,0.002828534298895806,-0.09731416230362366,0.10297123090141537
SBF2 - scrambled,Cytoplasm (combined),4,0.03306044269388748,unnormalised,16_H3,NA,0.8254632348233608,0.7338291983731425,0.9285397113601485,-0.2767241342844901,-0.44648378568101077,-0.10696448288796952
SBF2 - scrambled,11,4,0.005026285694619299,unnormalised,16_H3,NA,0.7772482263513629,0.7115151833853337,0.8490539899542386,-0.3635526754882955,-0.49103355140194016,-0.236071799574651
SBF2 - scrambled,11 - Cytoplasm (combined),4,0.4473215497257068,relative_to_Cytoplasm (combined),16_H3,4,0.941590362310545,0.8184640442191162,1.0832392903001469,-0.08682854120380554,-0.2890090555442828,0.11535197313667173
SBF2 - scrambled,Cytoplasm (combined),4,0.033774475192764226,unnormalised,16_H3,NA,0.8259794192650429,0.733962974815038,0.9295319034605877,-0.2758222600878817,-0.4462208075654842,-0.10542371261027883
SBF2 - scrambled,12,4,0.019864394899156215,unnormalised,16_H3,NA,0.8312634201401409,0.7548193431675738,0.9154493454862074,-0.26662236794155025,-0.4057967006528138,-0.12744803523028655
SBF2 - scrambled,12 - Cytoplasm (combined),4,0.9306504423926831,relative_to_Cytoplasm (combined),16_H3,4,1.0063972548853575,0.879369570443856,1.1517744855892171,0.009199892146331538,-0.1854584842486746,0.20385826854133754
SBF2 - scrambled,Cytoplasm (combined),4,0.049186469728763456,unnormalised,16_H3,NA,0.8291728835254748,0.7270172451208783,0.9456827542785977,-0.2702551581831624,-0.45993850907083744,-0.08057180729548748
SBF2 - scrambled,13,4,0.13418594815837562,unnormalised,16_H3,NA,1.3215348439797234,0.9873152743556648,1.7688922568247223,0.40221446400637584,-0.018417248179268122,0.8228461761920196
SBF2 - scrambled,13 - Cytoplasm (combined),4,0.009454551872606375,relative_to_Cytoplasm (combined),16_H3,4,1.5937989172545362,1.311105414207684,1.9374452741290835,0.6724696221895382,0.3907836843703353,0.9541555600087411
SBF2 - scrambled,Cytoplasm (combined),4,0.037280599192880876,unnormalised,16_H3,NA,0.8274561515369442,0.7332248519118566,0.9337977032980307,-0.27324523207482293,-0.4476724094973264,-0.09881805465231948
SBF2 - scrambled,14,4,0.03364554377422225,unnormalised,16_H3,NA,0.8269854884758348,0.7355183474410211,0.9298272443223522,-0.27406608095348767,-0.4431667650564366,-0.10496539685053867
SBF2 - scrambled,14 - Cytoplasm (combined),4,0.9947963549106987,relative_to_Cytoplasm (combined),16_H3,4,0.9994311927463042,0.8510410459771012,1.173695104079829,-8.208488786646408e-4,-0.23269937966288556,0.23105768190555623
SBF2 - scrambled,Cytoplasm (combined),4,0.028237537061610796,unnormalised,16_H3,NA,0.8236786756055426,0.7356224448649578,0.9222755033961028,-0.27984645592625457,-0.4429625958316841,-0.11673031602082504
SBF2 - scrambled,15,4,0.03203659598475011,unnormalised,16_H3,NA,0.8323515835860361,0.7445928419082615,0.9304536918762651,-0.26473504638284695,-0.42547634788017125,-0.10399374488552247
SBF2 - scrambled,15 - Cytoplasm (combined),4,0.87781736575163,relative_to_Cytoplasm (combined),16_H3,4,1.0105294798048736,0.8915058574162629,1.1454437691685322,0.01511140954340791,-0.165683818139017,0.1959066372258324
SBF2 - scrambled,Cytoplasm (combined),4,0.05581361941807071,unnormalised,16_H3,NA,0.8304502766738232,0.7245716997469182,0.9518004391677359,-0.26803430568061193,-0.4647996366425423,-0.07126897471868143
SBF2 - scrambled,19,4,0.09576975853225128,unnormalised,16_H3,NA,1.3676616570755595,1.0308198886527555,1.814573456357482,0.4517113690890016,0.043792277956168114,0.8596304602218351
SBF2 - scrambled,19 - Cytoplasm (combined),4,0.007634917118949988,relative_to_Cytoplasm (combined),16_H3,4,1.646891686945319,1.3529248182715,2.004732407817589,0.7197456747696136,0.4360816713022658,1.0034096782369613
SBF2 - scrambled,Cytoplasm (combined),4,0.03669215472349116,unnormalised,16_H3,NA,0.8280900936325455,0.7346137995677703,0.9334608246888738,-0.2721403578800917,-0.4449420978363076,-0.09933861792387595
SBF2 - scrambled,2,4,0.003498443363886814,unnormalised,16_H3,NA,0.7339282701454717,0.6652653299277916,0.8096780058825401,-0.4462890255003759,-0.5879982447605248,-0.3045798062402269
SBF2 - scrambled,2 - Cytoplasm (combined),4,0.09201515228408072,relative_to_Cytoplasm (combined),16_H3,4,0.8862903635593341,0.7961649419496117,0.9866179319760233,-0.17414866762028403,-0.3288607491915723,-0.01943658604899583
SBF2 - scrambled,Cytoplasm (combined),4,0.017225072333188186,unnormalised,16_H3,NA,0.8193897146266818,0.7417434569136098,0.9051640404482764,-0.2873783113566887,-0.431007799464155,-0.14374882324922222
SBF2 - scrambled,3,4,0.00601006019074336,unnormalised,16_H3,NA,0.8648577986011441,0.8198027772404693,0.9123889703313551,-0.2094651530256729,-0.2866512174979035,-0.13227908855344228
SBF2 - scrambled,3 - Cytoplasm (combined),4,0.1854691032214198,relative_to_Cytoplasm (combined),16_H3,4,1.0554901814885214,0.9878072412150445,1.1278106463851507,0.07791315833101568,-0.01769855031886536,0.17352486698089678
SBF2 - scrambled,Cytoplasm (combined),4,0.015660334363535318,unnormalised,16_H3,NA,0.8177958209102133,0.7416853094456944,0.9017166663285217,-0.290187404446067,-0.4311209010374116,-0.1492539078547226
SBF2 - scrambled,4,4,0.4897984475803602,unnormalised,16_H3,NA,0.960503992291367,0.8656503239107242,1.065751255125505,-0.05813648448746362,-0.20814372332653103,0.09187075435160372
SBF2 - scrambled,4 - Cytoplasm (combined),4,0.007328960788295738,relative_to_Cytoplasm (combined),16_H3,4,1.1745034246107033,1.1031637237804102,1.2504565412058979,0.23205091995860336,0.14164692144369112,0.32245491847351576
SBF2 - scrambled,Cytoplasm (combined),4,0.039746163764795825,unnormalised,16_H3,NA,0.828168203114111,0.7323394165604281,0.9365364708491861,-0.27200428229090873,-0.4494156470658676,-0.09459291751594993
SBF2 - scrambled,5,4,0.004028880121818457,unnormalised,16_H3,NA,0.7720164836886627,0.7088361236529885,0.8408282693261613,-0.3732964434017677,-0.4964759666052495,-0.2501169201982859
SBF2 - scrambled,5 - Cytoplasm (combined),4,0.384322978415152,relative_to_Cytoplasm (combined),16_H3,4,0.9321976873607266,0.8096104123722843,1.0733465319132987,-0.10129216111085887,-0.3047002502834248,0.10211592806170691
SBF2 - scrambled,Cytoplasm (combined),4,0.021395460869037392,unnormalised,16_H3,NA,0.8223589764323982,0.7407934826214424,0.9129052859992951,-0.28215979773607996,-0.4328566888257758,-0.1314629066463839
SBF2 - scrambled,6,4,0.0042910350252834545,unnormalised,16_H3,NA,0.7574044403613355,0.6899469981781576,0.831457326133532,-0.4008642156923601,-0.5354425567682926,-0.2662858746164274
SBF2 - scrambled,6 - Cytoplasm (combined),4,0.059935047025661166,relative_to_Cytoplasm (combined),16_H3,4,0.9210143770147047,0.8656609398319559,0.9799073097054053,-0.1187044179562802,-0.20812603091357623,-0.029282804998984037
SBF2 - scrambled,Cytoplasm (combined),4,0.022556919166240523,unnormalised,16_H3,NA,0.8238842744509873,0.7416304793889971,0.9152607889671104,-0.27948638903319284,-0.43122755809792485,-0.12774521996846103
SBF2 - scrambled,9,4,0.046342209282605934,unnormalised,16_H3,NA,0.7873243700758116,0.6679847323973016,0.9279847781709232,-0.3449699601869126,-0.5821129663593199,-0.10782695401450547
SBF2 - scrambled,9 - Cytoplasm (combined),4,0.3864641350230333,relative_to_Cytoplasm (combined),16_H3,4,0.9556249518179744,0.8719751338283561,1.0472994161286122,-0.06548357115371985,-0.19764110072693428,0.06667395841949468
SBF2 - scrambled,Cytoplasm (combined),4,0.16146359546797523,unnormalised,17_HDAC3,NA,0.6307000455220254,0.37245479481305016,1.0680022192254168,-0.6649740575489299,-1.4248627599343542,0.09491464483649412
SBF2 - scrambled,0,4,0.258143658357188,unnormalised,17_HDAC3,NA,0.6971013484716778,0.40750461249127035,1.1925025512476666,-0.5205596765150331,-1.2951117057752508,0.25399235274518467
SBF2 - scrambled,0 - Cytoplasm (combined),4,0.004368802592323566,relative_to_Cytoplasm (combined),17_HDAC3,4,1.105281906067872,1.0685779331515037,1.1432466027799042,0.14441438103389695,0.09569212996413053,0.19313663210366327
SBF2 - scrambled,Cytoplasm (combined),4,0.16019480654539897,unnormalised,17_HDAC3,NA,0.6317588916691456,0.37456455913433245,1.0655554228767503,-0.6625540304118782,-1.4167136949861021,0.09160563416234543
SBF2 - scrambled,10,4,0.06718958483357204,unnormalised,17_HDAC3,NA,0.6093929300667162,0.41291497848573594,0.8993612791116666,-0.71455533233729,-1.2760833416792874,-0.15302732299529256
SBF2 - scrambled,10 - Cytoplasm (combined),4,0.6542235190331374,relative_to_Cytoplasm (combined),17_HDAC3,4,0.9645973141061189,0.8333889149169647,1.1164631083117353,-0.05200130192541148,-0.2629381843125613,0.15893558046173836
SBF2 - scrambled,Cytoplasm (combined),4,0.16617323186332641,unnormalised,17_HDAC3,NA,0.6332571657735371,0.37286172052921845,1.075504981939031,-0.659136597695019,-1.4232874029981404,0.1050142076081029
SBF2 - scrambled,11,4,0.4959016864153267,unnormalised,17_HDAC3,NA,0.8578479056518521,0.5740988887737819,1.2818401909871042,-0.22120621081347128,-0.8006288317570255,0.35821641013008293
SBF2 - scrambled,11 - Cytoplasm (combined),4,0.013256424170798413,relative_to_Cytoplasm (combined),17_HDAC3,4,1.3546596106875042,1.177336484279449,1.5586900476894134,0.43793038688154756,0.2355267034047346,0.6403340703583607
SBF2 - scrambled,Cytoplasm (combined),4,0.1600552226570446,unnormalised,17_HDAC3,NA,0.6311517091067512,0.37387990371249735,1.0654557143961778,-0.6639412692847431,-1.4193531674021596,0.0914706288326731
SBF2 - scrambled,12,4,0.24482080372250659,unnormalised,17_HDAC3,NA,0.7007375117755473,0.42007175395658564,1.1689266316633455,-0.5130539664537517,-1.2512923140540713,0.2251843811465676
SBF2 - scrambled,12 - Cytoplasm (combined),4,0.06636685554279391,relative_to_Cytoplasm (combined),17_HDAC3,4,1.1102521020932967,1.023037622998259,1.204901660009313,0.15088730283099167,0.032859202282588845,0.2689154033793942
SBF2 - scrambled,Cytoplasm (combined),4,0.1679649990544594,unnormalised,17_HDAC3,NA,0.6333294323420402,0.37188115085972046,1.0785869865773177,-0.6589719684146054,-1.427086469417591,0.10914253258838003
SBF2 - scrambled,13,4,0.5202636187540022,unnormalised,17_HDAC3,NA,0.8321071120618496,0.4988281799234905,1.3880575994125095,-0.2651588452539645,-1.0033851263366527,0.4730674358287237
SBF2 - scrambled,13 - Cytoplasm (combined),4,0.002033898986656401,relative_to_Cytoplasm (combined),17_HDAC3,4,1.3138614275113243,1.219024621649768,1.4160762793830184,0.3938131231606409,0.285727265558853,0.5018989807624288
SBF2 - scrambled,Cytoplasm (combined),4,0.16217671568150507,unnormalised,17_HDAC3,NA,0.631034371885044,0.3724467931334462,1.0691577584819665,-0.6642095052143033,-1.4248937545883344,0.09647474415972791
SBF2 - scrambled,14,4,0.23654828446055903,unnormalised,17_HDAC3,NA,0.6361492747249093,0.33636240390191763,1.2031246507889553,-0.6525627560504911,-1.5719116340487744,0.2667861219477923
SBF2 - scrambled,14 - Cytoplasm (combined),4,0.8993246184289183,relative_to_Cytoplasm (combined),17_HDAC3,4,1.0081055851594676,0.8964104427781365,1.133718241478857,0.011646749163812238,-0.15776863919336695,0.1810621375209913
SBF2 - scrambled,Cytoplasm (combined),4,0.1767938671534271,unnormalised,17_HDAC3,NA,0.6354245396523946,0.3693155740123543,1.0932773324608047,-0.6542072878841437,-1.4370739927103806,0.12865941694209299
SBF2 - scrambled,15,4,0.3991403257239284,unnormalised,17_HDAC3,NA,0.6732737157735794,0.29583167198725546,1.5322818321193503,-0.5707349509605204,-1.7571515780389728,0.6156816761179313
SBF2 - scrambled,15 - Cytoplasm (combined),4,0.711978060673776,relative_to_Cytoplasm (combined),17_HDAC3,4,1.0595651784897857,0.7960089582845848,1.4103840864900385,0.08347233692362328,-0.32914342793750684,0.49608810178475327
SBF2 - scrambled,Cytoplasm (combined),4,0.17569782117479116,unnormalised,17_HDAC3,NA,0.6352604490636189,0.3697517606629543,1.091423709304174,-0.6545798942847882,-1.4353710778032758,0.12621128923369945
SBF2 - scrambled,19,4,0.5398894621174003,unnormalised,17_HDAC3,NA,0.9019231562560792,0.6666698584756431,1.2201922277556334,-0.14892357361387018,-0.5849555935272184,0.28710844629947785
SBF2 - scrambled,19 - Cytoplasm (combined),4,0.04785100160705452,relative_to_Cytoplasm (combined),17_HDAC3,4,1.4197691003517126,1.1127697017077065,1.811465836300233,0.5056563206709179,0.15415504408776268,0.8571575972540733
SBF2 - scrambled,Cytoplasm (combined),4,0.16121217603296625,unnormalised,17_HDAC3,NA,0.6319833872627633,0.3742327458762359,1.0672582936080215,-0.6620414596315538,-1.417992292999442,0.09390937373633468
SBF2 - scrambled,2,4,0.11844040008007155,unnormalised,17_HDAC3,NA,0.6196181589982975,0.38603620314909026,0.9945353825070234,-0.6905486694285382,-1.3731919425896921,-0.007905396267384403
SBF2 - scrambled,2 - Cytoplasm (combined),4,0.6648420962322686,relative_to_Cytoplasm (combined),17_HDAC3,4,0.9804342510995078,0.9023974468516576,1.0652194596546436,-0.02850720979698452,-0.14816510895436041,0.09115068936039138
